geometry;name;indexOfID;id
MULTIPOINT(14778931.3330507 -1467693.79584809);South Clinton Street at South Orange Avenue;234;13238
MULTIPOINT(14778922.4885168 -1467677.40993981);South Clinton Street at South Orange Avenue;235;13239
MULTIPOINT(14780109.3701851 -1466763.50164568);South Clinton Street at Central Avenue;236;13337
MULTIPOINT(14780098.0669611 -1466749.89415089);South Clinton Street at Central Avenue;237;13338
MULTIPOINT(14780835.2919313 -1466184.71130176);Martin Luther King Junior Boulevard at Lincoln Street;238;13429
MULTIPOINT(14780940.1813016 -1466259.22489929);Martin Luther King Junior Boulevard at Prospect Street;239;13430
MULTIPOINT(14781650.20575 -1465311.08327054);Prospect Street at Springdale Avenue;240;13465
MULTIPOINT(14781683.5097367 -1465295.29702549);Prospect Street at Springdale Avenue;241;13466
MULTIPOINT(14779911.2165632 -1463078.95069989);;242;13498
MULTIPOINT(14779940.8192693 -1463057.62203941);;243;13499
MULTIPOINT(14744445.1314872 -1472075.35307283);Front Street at Pine Street;244;13552
MULTIPOINT(14744418.6002566 -1472040.44316514);Front Street at Pine Street;245;13553
MULTIPOINT(14743806.9827757 -1468984.51333675);Carr Avenue at Center Avenue;246;13651
MULTIPOINT(14759819.4384629 -1467602.91928503);Richmond Ave & Richmond Hill Rd;247;15236
MULTIPOINT(14759147.5286358 -1458676.51750961);;248;17728
MULTIPOINT(14754179.2269993 -1452651.59886669);Mermaid Avenue / West 21st Street;249;18343
MULTIPOINT(14754153.3879735 -1452458.16516989);Mermaid Avenue / West 19th Street;250;18355
MULTIPOINT(14754256.2546672 -1451314.11347638);;251;18615
MULTIPOINT(14754290.1262248 -1451312.49185958);;252;18616
MULTIPOINT(14754138.1093991 -1451144.79192507);;253;18617
MULTIPOINT(14754234.9478113 -1451162.09050874);;254;18619
MULTIPOINT(14754166.6862495 -1451106.09928257);;255;18622
MULTIPOINT(14754144.4079614 -1450810.50713611);;256;18842
MULTIPOINT(14754177.2703045 -1450772.17952852);;257;18876
MULTIPOINT(14754182.8162955 -1450725.00301979);;258;18877
MULTIPOINT(14754135.4214987 -1450720.25707563);;259;18878
MULTIPOINT(14754146.8937936 -1450666.10474598);;260;18884
MULTIPOINT(14754261.1768391 -1450660.2361137);;261;18931
MULTIPOINT(14754306.6987929 -1450665.93020555);;262;18934
MULTIPOINT(14757210.7812133 -1452273.14902601);86th Street;263;19624
MULTIPOINT(14755819.3839261 -1451300.91024906);86 Street & West 8 street;264;20242
MULTIPOINT(14755770.1574209 -1451241.44247838);;265;20246
MULTIPOINT(14755613.8027939 -1449693.57823878);B68 Neck Road Stop;266;21028
MULTIPOINT(14771492.7557313 -1465309.25403266);;267;27705
MULTIPOINT(14771536.3619246 -1465267.50272351);;268;27720
MULTIPOINT(14771580.9781514 -1465233.04466337);;269;27721
MULTIPOINT(14765758.8402281 -1463239.59987736);JFK Boulevard at 2nd Street;270;25860
MULTIPOINT(14765834.9688611 -1463118.56719995);JFK Boulevard at 3rd Street;271;25864
MULTIPOINT(14765299.4590638 -1462598.94638844);1st Street at Avenue C;272;27116
MULTIPOINT(14767816.2656443 -1460922.56069968);JFK Boulevard at 27th Street;273;27835
MULTIPOINT(14767821.2142815 -1460879.05727465);JFK Boulevard at 27th Street;274;27836
MULTIPOINT(14767999.995367 -1460315.71290949);Avenue C at 33rd Street;275;27916
MULTIPOINT(14768033.8309905 -1460308.33733643);Avenue C at 33rd Street;276;27917
MULTIPOINT(14769959.0588907 -1458773.26696277);JFK Boulevard at 63rd Street;277;27975
MULTIPOINT(14769202.1353104 -1458964.14829145);Avenue C at 54th Street;278;27979
MULTIPOINT(14769235.0665281 -1458955.48266015);Avenue C at 54th Street;279;27980
MULTIPOINT(14769929.6989262 -1458761.71066147);JFK Boulevard at 63rd Street;280;27985
MULTIPOINT(14761286.9553125 -1454301.51986401);3rd Ave / Bay Ridge Pkwy;281;31168
MULTIPOINT(14765487.4615308 -1451611.12673299);;282;33478
MULTIPOINT(14771877.68492 -1465128.27970478);;283;34012
MULTIPOINT(14771938.9319883 -1465133.87148911);;284;34013
MULTIPOINT(14771993.4296271 -1465175.10241605);;285;34014
MULTIPOINT(14771967.9498484 -1465148.95090609);;286;34015
MULTIPOINT(14773284.1418995 -1464231.71947267);;287;34105
MULTIPOINT(14772923.5315947 -1463225.24567002);Airport Terminal Shuttle;288;34129
MULTIPOINT(14770691.93314 -1457627.19162365);JFK Boulevard at McAdoo Avenue;289;34382
MULTIPOINT(14770714.0855593 -1457639.57543001);JFK Boulevard at McAdoo Avenue;290;34384
MULTIPOINT(14775121.905819 -1460211.70509527);Ferry Street at Waydell Street;291;34447
MULTIPOINT(14772872.4566341 -1456370.13032126);Communipaw Avenue at Mallory Avenue;292;35253
MULTIPOINT(14772336.2896728 -1455851.03295176);JFK Boulevard at Communipaw Avenue;293;35258
MULTIPOINT(14772354.1677288 -1455783.30156807);JFK Boulevard at Communipaw Avenue;294;35260
MULTIPOINT(14771664.502627 -1455119.08198214);Communipaw Avenue at Grand Street;295;35299
MULTIPOINT(14771679.6971432 -1454903.61968893);Grand Street at Garfield Avenue;296;35300
MULTIPOINT(14773411.8730912 -1454518.46896868);Sip Avenue at Tonnelle Avenue;297;35351
MULTIPOINT(14769292.573187 -1451124.89093558);Battery Place / West Street;298;35987
MULTIPOINT(14769265.4775239 -1450989.87237782);Battery Place & Washington Street;299;36005
MULTIPOINT(14769230.3918994 -1450889.99740398);Greenwich Street at Battery Place;300;36105
MULTIPOINT(14769208.8446127 -1450834.57407185);Broadway at Battery Place;301;36115
MULTIPOINT(14769522.6012063 -1450624.29738414);;302;36357
MULTIPOINT(14770152.3359097 -1450016.83316322);Church Street between Warren and Chambers Street;303;37358
MULTIPOINT(14771011.9163192 -1452475.63809736);Montgomery Street at Green Street;304;37482
MULTIPOINT(14770456.1129058 -1450242.36188391);Chambers Street & Greenwich Street;305;37781
MULTIPOINT(14772619.854234 -1449174.62486174);Bethune St/Greenwich St;306;39436
MULTIPOINT(14774313.9082007 -1452861.84790829);Central Avenue at Manhattan Avenue;307;39535
MULTIPOINT(14774326.1882178 -1452872.95432851);Central Avenue at Manhattan Avenue;308;39536
MULTIPOINT(14774647.3071724 -1453426.04842396);JFK Boulevard at Carlton Avenue;309;39540
MULTIPOINT(14775842.5331253 -1453528.70409133);New Jersey International & Bulk Mail Center;310;39559
MULTIPOINT(14777315.7867882 -1454194.92580749);Secaucus Junction;311;39747
MULTIPOINT(14779107.6058839 -1454250.8780841);Seaview Drive at Meadowlands Parkway;312;39757
MULTIPOINT(14778875.228487 -1453398.73207472);Enterprise Avenue at Secaucus Road;313;39759
MULTIPOINT(14777316.2582992 -1453674.38583857);County Avenue at County Road;314;39764
MULTIPOINT(14778269.8173988 -1452702.34715144);County Avenue at Secaucus Road;315;39782
MULTIPOINT(14777148.7052846 -1448395.61575018);;316;41499
MULTIPOINT(14774795.3087407 -1451785.16208989);Congress Street at Palisade Avenue;317;40403
MULTIPOINT(14774781.443709 -1451747.92460614);Congress Street at Palisade Avenue;318;40404
MULTIPOINT(14776012.8437086 -1451759.5083733);JFK Boulevard at 8th Street;319;40413
MULTIPOINT(14775995.2858091 -1451740.95513658);JFK Boulevard at 8th Street;320;40414
MULTIPOINT(14775165.1778407 -1450565.93391507);Willow Avenue at 15th Street;321;40569
MULTIPOINT(14775206.0238604 -1450572.87833447);Willow Avenue at 15th Street;322;40571
MULTIPOINT(14772829.339442 -1449122.95845625);Greenwich St/ Horatio St;323;40726
MULTIPOINT(14773060.3176741 -1448975.82673603);W 14 St/9 Av;324;40850
MULTIPOINT(14776217.2886242 -1450489.35587968);;325;41320
MULTIPOINT(14776535.6846888 -1450396.94810006);;326;41332
MULTIPOINT(14776660.1270875 -1450464.2398739);;327;41336
